,id,url,is_paid,professor,num_subscribers,course_title,price,description
894,942454,https://www.udemy.com/course/learn-swift-3-course-xcode-ios-programming/,True,Akhmed Idigov,1480,Full Swift 3 Course From Dummy to Advance Build 60 Apps,200,YOU'RE IN THE RIGHT PLACE:If you start right now - you can create any app youÂ have in your mind of any difficulty typeÂ in only Â weeks.
895,250516,https://www.udemy.com/course/million-dollar-screenwriter/,True,PAUL CASTRO,5123,Inspirational Screenwriting  The 1 Screenwriting Course,50, Paul Castro the original writer of the Warner Bros. hit movie AUGUST RUSH.He is a produced award winning screenwriter and world-renowned screenwriting professor.   Success leaves clues and so do masterfully crafted screenplays that sell for millions of dollars.
896,306556,https://www.udemy.com/course/backbonejs-tutorial/,True,Mosh Hamedani,4672,Backbone Tutorial Learn Backbonejs from Scratch,90,  	                                                                                                  There are many libraries and frameworks to help you structure your Javascript code. BackboneJS is one of them.
897,353044,https://www.udemy.com/course/online-investing-guide/,True,Wealthy Education,5049,Investing 101 The Complete Online Investing Course,200,	 (Course Updated by April  )
898,1138770,https://www.udemy.com/course/maya-quickstart/,True,Bhaumik Patel,1774,Maya 2017 Quickstart  Create a Low poly scene for Beginners,20,This course will introduce to the wonderful world of d using Autodesk Maya !
899,575592,https://www.udemy.com/course/facebook-marketing-like-campaign/,True,Sandor Kiss,16142,How to Get Your First 1000 Facebook Fans For Beginners,200,"If you've ever looked at your competitors and become jealous of the number of ""likes"" on their Facebook page this course is for you."
900,20365,https://www.udemy.com/course/sap-abap-programming-for-beginners/,True,Peter Moxon,9242,SAP ABAP Programming For Beginners  Online Training,95, You can now join + students in my SAP ABAP Programming For Beginners video training course.
901,218794,https://www.udemy.com/course/integralcalc-algebra/,True,Krista King,5817,Become an Algebra Master,100,HOW BECOME AN ALGEBRA MASTER IS SET UP TO MAKE COMPLICATED MATH EASY
902,630716,https://www.udemy.com/course/project-based-salesforce-admin-adv-admin-hands-on-training/,True,Archana Rajendran,3431,Project Based Salesforce Admin  Adv Admin HandsOn Training,50,"Welcome to ""Project Based Salesforce Admin and Advanced Admin Hands on Training"" from Archana Rajendran. This course is over  hours in length and is probably one of the most complete and comprehensive online courses you will ever get to see covering Salesforce Admin and Advanced Admin concepts from end to end. The main goal of the course is to make you a successful SOLO Salesforce Administrator capable of handling a Salesforce org all by yourself!!!(even if you have never worked with any CRM before). And no doubts at the end of course you can very easily take up the Salesforce certifications ADM  and ADM  for the basic and advanced Admin."
903,994740,https://www.udemy.com/course/create-an-ecommerce-wordpress-website-2016-new-divi-theme/,True,darrel wilson,3413,Create an eCommerce Wordpress Website 2016  New Divi Theme,30, 
904,695140,https://www.udemy.com/course/how-to-promote-cpa-offers-with-bing-ads/,True,Sandor Kiss,7679,How To Promote CPA Offers With Bing Ads,200,Even if you're a complete beginner this course will teach you how to use CPA (Cost Per Action) to create a business that makes money while you sleep.
905,1057242,https://www.udemy.com/course/hedge-fund-startup/,True,Six Sigma Quantitative L.L.C.,1357,Learn How to Set Up an Incubator Hedge Fund  StepbyStep,200,Have you ever wondered how to start a hedge fund to trade stocks?
906,747756,https://www.udemy.com/course/management-consulting-project/,True,Sapbrief & Company,5577,Management Consulting Project Essentials Pro,155,Put yourself in a position to earn a six-figure salary while you maximize the efficiency of any business.
907,337128,https://www.udemy.com/course/kypython-101/,True,Krishna Yamarthy,12325,Python 101,200,Learn Python Programming Today !
908,264454,https://www.udemy.com/course/learn-programming-quick-with-python-by-examples/,True,Alper ZEYTÃNLÃ M.Sc.,7166,Python Programming Tutorial Learn Online  MongoDB  Django,200, 
909,181564,https://www.udemy.com/course/ebay-selling-no-inventory/,True,Matt Bernstein,15809,eBay Dropshipping Tactics for Online Business Owners,200,Hi my name is Matt Bernstein successful Udemy instructor with over + students across Â countries. But I'm going to make the proper assumption that you have no idea who I am.
910,859936,https://www.udemy.com/course/wordpress-academy-course/,True,Chris Dixon,1692,WordPress Academy Master WordPress step by step,150,Take your HTML & CSS skills to the next level by masteringÂ the worlds most popular content management system for building websites: WordPress!
911,448574,https://www.udemy.com/course/absolute-introduction-to-object-oriented-programming-in-java/,True,Imtiaz Ahmad,15435,Absolute Introduction to Object Oriented Programming in Java,20, This course is designed to be slow-paced simple and rich in demystifying the question: What really is an object in computer programming? These few lectures serve as a crucial foundation for OOP (Object Oriented Programming).
912,1022582,https://www.udemy.com/course/vuejs-2-essentials/,True,Anthony Gore,844,The Ultimate Vue JS 2 Developers Course,195,Vue.js Â is one of the hottest Javascript frameworks right now and demand for VueÂ developers is quickly growing amongst employers.
913,711914,https://www.udemy.com/course/facebook-marketing-how-to-generate-list-with-lead-ads/,True,Sandor Kiss,11108,Facebook Marketing How To Build A List With Lead Ads,200,This course will reveal to you how to generate leads build an email list and gather relevant information from Facebook users with a brand new form of Facebook advertising. And the best part is that you donât even need a landing page to grow your list!
914,326074,https://www.udemy.com/course/start-making-ios-8-apps-by-learning-swift-and-xcode/,True,Jason Rybka,9460,Make iPhone Apps Using Swift Xcode and iOS8  7 Apps,20,Learn How to Make iPhone Apps! Make Your Own Mobile Apps! New Apps Added Every Month!
915,536706,https://www.udemy.com/course/tableau-accelerate-your-career-and-get-certified/,True,Lukas Halim,3945,Tableau for Beginners  Get Certified Accelerate Your Career,30,Tableau is the solution that thousands of companies use today as they struggle with their big data issues. This course prepares you for the Tableau Qualified Associate Certification exam and featuresÂ aÂ Full-Length Qualified AssociateÂ Practice Exam with Solution Guide.
916,586902,https://www.udemy.com/course/become-a-production-sql-server-administrator/,True,Raphael Asghar,6030,Learn TSQL From Scratch For SQL Server Administrator,20,These  individual courses will take you step by step in learning what it takes to become a SQL Production Database Administrator and will teach you the skills roles tasks and responsibilities a SQL Production Database Administrator does on a daily basis. The great benefit of these courses is that you can navigate to one site to learn all that is needed to manage your SQL Server Environment.
917,993146,https://www.udemy.com/course/json-course/,True,Laurence Svekis,3215,Learn JSON with JavaScript Objects and APIs in 1 hour,95,JSON is the most popular format for data exchange between applications. Â If you are interested in connected to a web API chances are its JSON formatted.
918,653846,https://www.udemy.com/course/master-the-mean-stack/,True,Patrick Schroeder,24872,Master the MEAN Stack  Learn By Example,200,**Â Please note:Â this is not a 'beginner' course. You should alreadyÂ have some basic knowledge of both Node.js andÂ AngularJS .x.
919,1039982,https://www.udemy.com/course/e-commerce-mastery-how-to-nail-sustainable-growth-online/,True,Viktor Jiracek,2382,ECommerce Mastery How to Nail Sustainable Growth Online,200,**COURSE UPDATED FOR APRIL **
920,380872,https://www.udemy.com/course/learn-jmeter-from-scratch-performance-load-testing-tool/,True,Rahul Shetty,5101,Learn JMETER from Scratch Performance  Load Testing,150,  	***Course is fully updated in April with new topics and revised lectures******
921,830160,https://www.udemy.com/course/make-the-best-pizza/,True,Teresa L Greenway,3316,7 Bake the Best Pizza Crust,30,Learn to bake upÂ the best pizza crust ever!Â The pizza's crustÂ is the foundation of a great pizza. How often have you eaten a pizza with a dense crust or a tough crust and just wished for the perfect pizza crust? Well your search is over!Â Join now and easily make this Neo-NeapolitanÂ pizza to serve to your family and friends.
922,915782,https://www.udemy.com/course/master-microsoft-powershell/,True,Tom Meservy,2166,Master Microsoft PowerShell,30,Have you been wanting to learn Windows PowerShell? Are you ready to eliminate most monotonous tasks because you can automate numerous tasks? Are you a sys admin who wants to be even more effective at work? Welcome to the Master MicrosoftÂ PowerShell course!
923,580466,https://www.udemy.com/course/complete-php-course/,True,Joe Parys,53681,Complete PHP Course With Bootstrap3 CMS System  Admin Panel,195,Welcome To The Complete PHP Course With Booststrap CMS System & Admin Panel
924,1035002,https://www.udemy.com/course/create-and-sell-your-own-online-course/,True,Eli Natoli,1529,You Can Do It Create and Sell Profitable Online Courses,95, 
925,1151316,https://www.udemy.com/course/awesome-intermittent-fasting/,True,Colin Holding,2023,Intermittent fastinga healthy and powerful eating strategy,45,In this course we will take a close look at fasting and the evolutionary adaptations humans and many other species have made to counter the effects of reduced calorie intake.Â We will also look at the history of fasting and some of the greatestÂ minds who used fasting for health energy and mental clarity.
926,384266,https://www.udemy.com/course/webdriver-test-automation-framework-step-by-step/,True,Ken Ho,11886,Selenium WebDriver Test Automation Framework With Real Project,40,Course Description
927,647844,https://www.udemy.com/course/build-your-dream-game-learn-unity-course/,True,Ahmed Swilam,5011,The Complete Unity 5 Guide Unity Game Development Made Easy,95,Are you looking for building your career as a game developer or building a game studio that creates exceptional games? Do you want to build the next big game hit that will break the app store records? Do you want to entertain millions of people and add fun to their lives?
928,617656,https://www.udemy.com/course/google-adwords-for-beginners-and-businesses/,True,Sara Shikhman,8742,Google AdWords For Beginners and Businesses,150,In this course I'm going to teach you how to master Google AdWords so that you can do what I did - build a business from $ in revenue in  to $ million in revenue in  using Google AdWords.
929,148220,https://www.udemy.com/course/learn-java-script-server-technologies-from-scratch/,True,Eduonix Learning Solutions,10501,Learn JavaScript Server Technologies From Scratch,40,  	JavaScript is the language of the future. JavaScript has come a long way since the days of Netscape. It is now one of the most popular language for the web. As JavaScript allows developer to build both server and client systems using a single language it has become the most sought after technical skill. It provides an easy and elegant way to build robust and scalable web applications.
930,850098,https://www.udemy.com/course/cisco-aci-application-centric-infrastructure-mastery-series-step-1/,True,Isa Serif,4906,Cisco Application Centric Infrastructure  ACI  Explained,25,Last Updated Feb th 
931,979956,https://www.udemy.com/course/mastering-curves-in-photoshop/,True,Marcin Mikus,10133,Mastering Curves in Photoshop CC,100,WhyCurves? Why I decided to make a course focused on this one AdjustmentLayer. What is the advantage of curves comparing to for example tolevels or other adjustments in Photoshop.
932,831066,https://www.udemy.com/course/learn-mql5/,True,Lucas Liew,2606,Learn MQL5 Build an 8Currency Hedging Robot MetaTrader 5,150,From the Creator of the Most Popular Algorithmic Trading Course on Udemy with over  students!
933,1008614,https://www.udemy.com/course/learn-2d-game-special-effect-animation-in-photoshop/,True,Jaysen Batchelor,5981,Learn 2D Game Special Effect Animation in Photoshop,65,Thiscourse was last updated on //
934,929358,https://www.udemy.com/course/nlp-ninja-vol-1-beyond-goal-setting/,True,Ken Wells,3952,NLP Ninja Vol 1  Beyond Goal Setting  NLP Demystified,200,One of the biggest challengesÂ people have is they don't know what they want.
935,1016110,https://www.udemy.com/course/complete-gaming-package-learn-to-code-in-unity-and-unreal/,True,Mammoth Interactive,1026,Complete Gaming Package Learn To Code In Unity And Unreal,200,One of the best features is that you can watch the courses at any speed you want. This means you can speed up the or slow down the video if you want to.
936,1006080,https://www.udemy.com/course/cisco-ccna-rs-200-125-practice-tests/,True,Lazaro Diaz,1037,Cisco CCNA RS 200125 Practice Tests,100, Are you ready to pass the CCNA (-) certification exam?
937,528412,https://www.udemy.com/course/jquery-for-absolute-beginners/,True,EDUmobile Academy,9548,jQuery for Absolute Beginners,35,Overview
938,489682,https://www.udemy.com/course/cinematography-for-2d-animation/,True,2D Animation 101 Courses,13910,Cinematography for 2D Animation Essentials,30,NOTE: This Course is for Beginners. It covers basic cinematography.
939,387310,https://www.udemy.com/course/build-5-very-cool-apps-with-swift-from-start-to-finish/,True,Stephen DeStefano,4738,Hacking with Swift 2  Beginner to Pro  Build 20 Apps,75,This course aims to show you that building IOS Apps with swift is fun and relatively easy. Learn how to create Â apps using apples new language Swift. Each app will be a bit more complex but we build it togetherÂ so theres no guesswork as to the process and what the code is doing.Â A lot of work goes into my courses to make the code as easy to understand as possible..i useÂ callout graphicsÂ highlighting and deep explanationsÂ to help guide you along the path of the code each step of the way.
940,46538,https://www.udemy.com/course/how-to-market-yourself-as-a-coach-or-consultant/,True,Debbie LaChusa,7021,Marketing How to Market Yourself as a Coach or Consultant,200, Join the more than  coaches and consultants who are already learning how to market themselves more effectively and discover why this course has earned more than  reviews averaging  stars.
941,745468,https://www.udemy.com/course/building-an-e-commerce-store-using-java-spring-framework/,True,Le Deng,2499,Building An ECommerce Store Using Java Spring Framework,95, 
942,322968,https://www.udemy.com/course/the-magic-circle-circle-of-5ths-or-circle-of-4ths/,True,Rosa Suen,5525,Music Theory 1 Circle of 5ths Master Class 12 Keys,175,Rosa's Online School:
943,582982,https://www.udemy.com/course/beauty-retouching/,True,Marcin Mikus,11270,Master Advanced High End Beauty Retouching in Photoshop,200,High End Beauty Images are desired product in advertisement of luxurious products as well as in Fashion and Beauty magazines. In this course You will learn the best techniques for High and Beauty Retouch which are going to place Your retouching skills on a totally new level.
944,1164182,https://www.udemy.com/course/the-foundations-of-computer-design/,True,Brian Scotto,3019,The Foundations of Computer Design,195,Learn how a computer works with this basic but detailed course on the foundations of computer design. In this course you will learn how a computer really works and by the end you will be able to understand the design of a programmable central processing unit. This class is the foundation of a computer science curriculum.
945,720766,https://www.udemy.com/course/goal-success-life-coach-certification/,True,Joeel & Natalie Rivera,2214,From Goal to Success Life Coach Certification,195,+++++++++++
946,483114,https://www.udemy.com/course/a-gentle-introduction-to-python-programming/,True,EDUmobile Academy,9167,A Gentle Introduction to Python Programming,195,Overview
947,51345,https://www.udemy.com/course/the21principles/,True,Leadapreneur Academy,26153,Leadership management  entrepreneurship in the 21 Century,75, Welcome to the world's largest and most comprehensive st Century leadership course.
948,934032,https://www.udemy.com/course/youtubemaster/,True,Diego Davila,4288,YouTube SEO How to Rank 1 on YouTube,195,YouTube has over a billion users almost one-third of all people on the Internet.
949,1111844,https://www.udemy.com/course/jquery-ajax/,True,Ian Schoonover,359,Build a Single Page Application with jQuery  AJAX,60,Hi and welcome to Build a Single Page Application with jQuery & AJAX!So you've learned HTML CSS &Â JavaScript but now you are wondering what to learn next so you canÂ advance your web development skills.Well look no further! Join me inÂ this quick easy-to-follow step-by-stepÂ course and get started learning the ins-and-outs of AJAXÂ with jQuery today!
950,821360,https://www.udemy.com/course/hmi-scada/,True,Paul Lynn,2009,Process Visualization with HMI  SCADA PLC III,100,As a PLC programmer there are two sides of the coin that you MUST know to get the job done and those are the PLC and the HMI. Â In my first two PLC courses you learned the ins and outs of PLC and have already created some pretty complex programs to run machines.
951,598764,https://www.udemy.com/course/how-to-build-your-email-list-with-mailpoet-mailchimp-aweber/,True,Phil Ebiner,15160,Email Marketing Get Your First 1000 Email Subscribers Now,200,You're here because you want to build an email list right?
952,708984,https://www.udemy.com/course/find-high-quality-clients-on-upwork/,True,Tommy Joiner,5857,How to Use Upwork to Make a Living Freelance Fulltime,50,This course is comprised of highly valuable material that pertains to winning jobs on the public Upwork job boards and attracting select private job invites from quality clients.  It provides you with a proven step by step formula to make real money on Upwork.
953,973326,https://www.udemy.com/course/microsoft-server-2016-mcsa-industry-labs/,True,Dante Leo,1235,Microsoft windows server 2016 industry lab MCSA fast track,200,MCSA 
954,1052374,https://www.udemy.com/course/long-exposure-photography-e/,True,Rapid Growth Coaching Online,1826,Landscapes and Long Exposure Photography  Pro Tips  Tricks,200,You want to create amazing long exposures right?
955,484008,https://www.udemy.com/course/unofficial-udemy-instructor-tips-marketing-that-works/,True,BenJamin Wilson,10367,Udemy Instructor Tips Marketing That Works  Unofficial,95,This course is not sponsored by or affiliated with Udemy Inc.
956,310072,https://www.udemy.com/course/beginners-guide-to-wordpress/,True,John Westbrook,17923,WordPress for Beginners,20,Welcome to WordPress for Beginners !
957,593544,https://www.udemy.com/course/php-mvc-framework-codeigniter-tutorial-for-beginners-project/,True,Edwin Diaz,3511,PHP MVC Framework CodeIgniter Tutorial for Beginners Project,100,UPDATEDÂ as of March 
958,1145206,https://www.udemy.com/course/develop-competitive-plugins-for-wordpress-and-woocommerce/,True,RenÃ© Puchinger,2023,Develop Competitive Plugins for WordPress and WooCommerce,150,*** This course is new we will work with WordPress .+ and WooCommerce . to .Â ***
959,242574,https://www.udemy.com/course/object-oriented-programming-in-php/,True,Rob Percival,6531,Object Oriented Programming OOP in PHP  Build An OOP Site,20, Learn how to build a website using Object Oriented Programming techniques in just  hours.
960,1017096,https://www.udemy.com/course/make-me-an-iphone-app-developer-beginner-series/,True,Dee Aliyu Odumosu,5748,Mobile App Development for Beginners Swift 3 iPhone iOS10,200,Looking for an app development course that doesn't confuse you? This course is designed to teach you how to build + iPhone apps (using Swift  and Xcode )Â with easy step-by-step instructions.Become an app developer!This course will give you the basic skills needed to call yourself an app developer. Whether you need to start creating apps for you job or you want to earn money as a freelance developer this course will get you started designing and building your own apps.In this course you will develop  beautiful professional quality apps.Â You don't need any previous programming skills. You simply need a desire to learn how to develop apps and a Mac computer.Â The course is app-based which means you will build a complete and professional app step-by-step during each section of the course. No other course teaches you this same way.Â By the end of the course you'll be able to:. Design and build  real apps.. Call yourself an app developer.. Create your own apps worthy of publishing to the app store.Below is a summary of just some of the things you will learn:.Â Â Â  How to use popular objects like UILabel UIButton UITextField UITextView UIImageView etc..Â Â Â  How to use Auto Layout to design the perfect User Interface for all devices..Â Â Â  Introduction to Stack View and how it works with Auto Layout..Â Â Â  UINavigationController and its properties..Â Â Â  Segue and sending data to other screens..Â Â Â  How to add and customize app Launch screen..Â Â Â  How to create multiple-sized icons and how to add icons to apps..Â Â Â  How to resolve build-time issues and run-time errors..Â Â Â  How to debug view hierarchy..Â Â Â  How to deal with memory issues and what they mean for your app..Â Â Â  Understanding app delegates and their methods..Â Â Â  Understanding the differences between ViewDidLoad and ViewWillAppear..Â Â Â  How to read Apple API documentation and Class references..Â Â Â  How the coordinate system works on iOS..Â Â Â  How to create IBOutlets and IBAction for objects..Â Â Â  Introduction to Swift . basics like data types operators âif...elseâ statements switch statements arrays dictionaries etc..Â Â Â  Different ways to dismiss the keyboard..Â Â Â  Using multiple storyboards in your Xcode projects..Â Â Â  How to pop or dismiss a view controller..Â Â Â  Using UITabBarController..Â Â Â  How to use UISegmented Control and UISwitch..Â Â Â  How to use Userdefaults to save small data..Â Â Â  How to read from the Plist file..Â Â Â  How to create and work with custom classes in your projects..Â Â Â  Using tags to identify objects in your view..Â Â Â  How to use constant file to manage your app data..Â Â Â  Using app delegate to call functions from other view controllers..Â Â Â  How to use UIPickerView and UIDatePicker..Â Â Â  How to work with UITableViewController and UITableView Object..Â Â Â  How to import photos from your photo library..Â Â Â  How to access the iPhone camera to take pictures..Â Â Â  How to work with UICollectionViewController..Â Â Â  How to display interactive alerts with UIAlertControllers..Â Â Â  Object-Oriented Programming concepts such as Structs Enumerations Classes Inheritance Extensions etc..Â Â Â  Saving with NSCoding..Â Â Â  How to record and play audio in apps..Â Â Â  How to use a timer to display countdowns..Â Â Â  How to play videos in a custom-sized view..Â Â Â  How to display user locations on a map..Â Â Â  How to search a map for popular locations..Â Â Â  How to display rich local notifications to users with videos and images..Â Â Â  How to share with SMS Email Facebook Twitter etc..Â Â Â  How to use SFSafariViewController to display web content in your app.You'll learn how to become an app developer with easy-to-follow step-by-step instruction.I'm always here to answer questions as you go in the class discussion boards or through direct messaging.My goal is to make you an app developer.Â  Please enjoy some of the Free preview lectures to get you started or click the Take This Course button and join the course today.
961,377716,https://www.udemy.com/course/learn-hackingpenetration-testing-using-android-from-scratch/,True,Zaid Sabih,4640,Learn HackingPenetration Testing using Android From Scratch,100,Notes:
962,645290,https://www.udemy.com/course/merchbyamazonintro/,True,Chris Green,8810,Introduction Make and Sell Custom Shirts w Merch by Amazon,20,Merch by Amazon is Amazon's newest platform for content creators. It allows anyone to create and sell shirts right on Amazon's website with no upfront costs or minimum print runs. Anyone can now easily create custom branded shirts that their fans will love to wear. This course will help you get started and learn how to use the platform both optimally and creatively.In this course students will learn about the Merch by Amazon platform the image requirements (dimensions and resolution) the royalty calculation system and the content policies. Students will also learn about the different options and settings in their Merch by Amazon accounts and how to use them to optimize their shirt designs.If you want to fast-track your understanding of the Merch by Amazon platform and get your shirt designs live and offered for sale on Amazon in as little as a few hours then this course is for you. Students who complete this course will find that they have a better understanding of the technical aspects of the Merch by Amazon platform as well as the tools needed to create successful shirt designs.Merch by Amazon is an absolutely incredible platform. This course will also show you the bigger opportunities that Amazon is offering by letting content creators upload print on demand shirt designs. Once a student completes this course they will be able to use the Merch by Amazon platform for themself as well as be able to teach it to others.
963,376015,https://www.udemy.com/course/create-my-independence-with-blogging/,True,Kraig Mathias,17496,Blogging to Freedom Create Your Independence with Blogging,195, JOIN + STUDENTS LEARNING HOW TO CREATE A $K+ ONLINE BUSINESS FROM BLOGGING! SEE HOW TO BLOG YOUR WAY FREE FROM THE CUBICLE CHAINS FOR GOOD!
964,401784,https://www.udemy.com/course/how-to-trade-stock-options-level-1-start-day-trading/,True,Scott Paton,9751,How to Trade Stock Options Level 1 Start Day Trading,95,  	Day Trading is talked about and seems mysterious. Some people are quietly very successful while the masses are warned about the dangers. The course takes away the complexity and shows the non-technical (and some technical) parts of trading Stock Options.
965,33145,https://www.udemy.com/course/speed-reading/,True,The Speed Reading Coach - Alex Garcez,14629,Speed Reading for Work and Leisure,70, GET STARTED NOW!
966,692956,https://www.udemy.com/course/embedded-system-programming-on-arm-cortex-m3m4/,True,Kiran Nayak,3063,Embedded Systems Programming on ARM CortexM3M4 Processor,25,Latest Change Â : English subtitles are added for all the videos .
967,1149892,https://www.udemy.com/course/elk-stack-2-learn-all-about-logstash-data-ingestion-tool/,True,Manuj Aggarwal,327,ElasticSearch LogStash Kibana ELK 2  Learn LogStash,195,In the recent years â the term BigData has been gaining popularity. And there has been a paradigm shift in the volume of information and the ways in which it can be extracted from this data.
968,706234,https://www.udemy.com/course/a-modern-day-guide-to-stop-procrastinating/,True,Sandor Kiss,7527,A Modern Day Guide To Stop Procrastinating,150,If you are someone who procrastinates you will be fully aware of the negative impact it can have on your life.
969,126684,https://www.udemy.com/course/how-to-build-habit-forming-technology/,True,Nir Eyal,7509,How to Build HabitForming Products,50,"  	           In an age of ever-increasing distractions quickly creating customer habits is an important characteristic of successful products. How do companies create products people use every day? What are the secrets of building services customers love? How can designers create products compelling enough to ""hook"" users?"
970,882952,https://www.udemy.com/course/the-complete-mobile-uiux-design-learn-to-design-apps/,True,Infinite Education,5200,The Complete Mobile App Design From Scratch Design 15 Apps,200,Â   Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â Â  -------Brand New Course----------
971,394676,https://www.udemy.com/course/pythonforbeginners/,True,Avinash Jain,8918,Learn Python The Complete Python Programming Course,50,** % OFF For A Limited Time! **
972,225430,https://www.udemy.com/course/ppc-training-digital-marketing/,True,Carl Sednaoui,12875,PPC Training Learn Google Adwords  Facebook Ads,25,  	              Learn the ins and outs of PPC (pay-per-click) and digital marketing. This comprehensive course covers everything you need to know about Google Adwords and Facebook Ads.
973,977438,https://www.udemy.com/course/data-analysis-with-excel-pivot-tables/,True,Chris Dutton,1027,Microsoft Excel  Data Analysis with Excel Pivot Tables,175,Pivot Tables are an absolutelyÂ essential tool for anyone workingÂ with data in Microsoft Excel.
974,983354,https://www.udemy.com/course/learn-sql/,True,IsÃ¡Bel Harrison,1623,SQL Made Simple SQL Server Queries for NonProgrammers,150,Learn SQL
975,54520,https://www.udemy.com/course/learning-responsive-web-design/,True,Infinite Skills,19025,Learning Responsive Web Design,50,In this Responsive Web Design training course expert author Geoff Blake shows you how to create custom CSS and HTML so that your web site responds to differing screen sizes. With mobile and tablet web traffic increasing by leaps and bounds every day all web designers should know how to create breakpoints and custom CSS layouts to adapt their designs to varying device resolutions.You will learn how to setup your external style sheets for three different resolutions and how to customize your layouts for each of those. This training video will teach you how to deal with navigation and graphics as well as text and other layout features making them responsive. You will use the latest in CSS and HTML techniques to create a website design that will gracefully wrap and adapt to three different screen sizes. Extensive working files are included with this video tutorial so you can work along with the author throughout each lesson.When you have completed this computer based video training course you will be capable of creating responsive adaptive designs for your websites. You will understand how to create different external CSS files that are called depending on the resolution of the device that is requesting the web page. You will be confident in your ability to create a Responsive Web Site for todays mobile world!
976,361574,https://www.udemy.com/course/socialmediasecrets/,True,James Burchill,4481,How To Start a Social Media Business  Get Financial Freedom,95,Making money managing small business social media is easy when you know how.
977,959400,https://www.udemy.com/course/macossierra/,True,Gary Rosenzweig,1139,The Guide to macOS Sierra,40,Learn the ins and outs of using macOS Sierra. This course includes more than  video tutorials more than Â hours of video instruction. It begins by showing you the basics of the desktop and then goes into detail about using the Finder iTunes Safari Mail TextEdit Preview and other basic apps. Lots of tips tricks and techniques.
978,833398,https://www.udemy.com/course/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/,True,Angular University,3974,Angular Masterclass  covers Angular 4,150,The code ofÂ thisÂ courseÂ is fullyÂ up to date with the Angular Â Â release - meaning that the videos cover the Angular Â Â release API and the support code is updated to Angular .
979,945320,https://www.udemy.com/course/javascript-intermediate-mastering-functions/,True,Edwin Diaz,2344,Javascript Intermediate level 2  Mastering Functions,100,Functions are one of the most used features of any programming language especially in JavaScript.
980,129118,https://www.udemy.com/course/productmanagement101/,True,Todd Birzer,25635,Product Management 101,20,  	  Product Management  is an overview of the work of product management - from market intelligence and strategy to new product development.  The course has been designed for product managers with - years of experience and through a series of lectures we will share industry best practices that span the spectrum of product management work.  We will follow this later with Product Management  which will focus on lifecycle management i.e. managing an in-market product or service.
981,364642,https://www.udemy.com/course/how-to-build-autopilot-niche-websites/,True,Gobala Krishnan,8432,How to Build Autopilot Niche Websites,120,Are you looking for proven methods to make at least $ every year with nothing but your laptop?
982,629418,https://www.udemy.com/course/microsoft-excel-in-just-1-hour/,True,Cody Baldwin,9394,Become a Microsoft Excel Wizard in 1 Hour,20,Don't waste your time on long boring course that you may never finish.  Learn essential Microsoft Excel skills in  hour that will help you to:
983,646070,https://www.udemy.com/course/nexus-scrum-advanced/,True,Paul Ashun,20543,Scrum Advanced Software Development  Program Management,195,JOIN IN UDEMY'S MOST COMPREHENSIVE SCRUM ADVANCED COURSE!
984,803412,https://www.udemy.com/course/facebook-ads-course/,True,Ali Mirza,3426,The Complete Facebook Ads 2017 Training Hands On,195,Do you ever wish you were AWESOME at Facebook Ads? Well I will make that dream come true for you.
985,966130,https://www.udemy.com/course/productized-how-to-build-a-7-figure-web-design-business/,True,Sam Brodie,2154,Productized How to Build a 7Figure Web Design Business,50,The title of this course isnât click bait.
986,447362,https://www.udemy.com/course/create-your-own-hedge-fund-double-your-money-every-year/,True,Frank Bunn,3625,Create Your Own Hedge Fund Trade Stocks Like A Fund Manager,175,Would You Spend An Extra  Minutes A Week To Retire With A Million Dollars?
987,109814,https://www.udemy.com/course/the-ultimate-microsoft-project-2013-training-bundle/,True,Simon Sez IT,8543,The Ultimate Microsoft Project 2013 Training Bundle 19 Hours,170,Learn Project  Inside and Out with This Training Bundle.
988,514216,https://www.udemy.com/course/if-you-can-cook-you-can-code/,True,Timothy Kenny,11949,If You Can Cook You Can Code Vol 1 How Programming Works,200,In this course you'll learn the fundamentals of how programming languages work. Using the metaphor of cooking and restaurants you'll get concrete plain english answers to questions like âWhat programming language should I learn?â and âWhat is programming?â
989,1121856,https://www.udemy.com/course/connect-the-dots-factor-analysis/,True,Loony Corn,5229,Connect the Dots Factor Analysis,50,Â Factor analysis helps to cut through the clutter when you have a lot of correlated variables to explain a single effect.
990,194692,https://www.udemy.com/course/quicklessons/,True,Ozie Cargile,6991,Quicklessons Piano Course  Learn to Play Piano by Ear,200,  	        With over  hours of high-quality piano lessons Quicklessons is one of the most exhaustive piano courses on Udemy. Perfect for beginner and intermediate students this course is taught by award-winning composer/pianist Ozie Cargile.
991,994812,https://www.udemy.com/course/facebook-live/,True,Suppoman Â®,6649,Facebook Live Attract 100000 Page fans with Viral Streams,65,If you are looking for a way to grow a viral Facebook Page this Udemy course is perfectÂ for you!
992,665870,https://www.udemy.com/course/how-to-analyze-your-market-with-facebook-audience-insights/,True,Sandor Kiss,9958,How To Analyze Your Market With Facebook Audience Insights,200,Business Marketerâs Guide to Facebook Audience Insights
